sentence,label
Caruso tries to keep the salton sea tight and nasty but sometimes he goes into sub-tarantino cuteness.,1
Overlong and grandiose.,0
Derivative and hammily.,0
It's the most audacious and outrageous.,1
Its best moments.,1
Disney Archives weresacked for a sequel.,0
That final scene is beautiful.,1
Some movies suck you in despite their flaws.,1
"Fights and eats, argues, laughs, and kibbitzes.",1
The problem with the film is whether the ambitions justify a theatrical simulation of the death camp of auschwitz.,0
Compelling.,1
It was infectious.,1
"The picture is 84 minutes long, but it is not a look at.",1
This dog is in a movie.,0
The romance genre has been revived by the remarkable procession of sweeping pictures.,1
Those films could have been better.,0
A film about a date.,1
Imax is short.,1
I don't like it.,0
"It's pleasant, and oozing with attractive men.",1
No one involved shows the ability to act.,0
This movie is wildly different.,0
"pokes, provokes, takes expressionistic license.",1
You will have to pay if you want to see a music video that goes on for at least 90 more minutes.,0
It's a good time with color and depth.,1
"silly, outrageous, ingenious.",1
Being able to hit a child when you're over 100.,0
"The story of trouble every day is very thin, and the movie's style makes it difficult to make sense of it.",0
The year had the best and most unpredictable comedy.,1
You feel like running out screaming when you start off so bad.,0
The sci-fi comedy spectacle is a whiffle-ball epic.,0
Elvira fans could not ask for more.,1
A good one.,1
The picture is slow.,0
The character dramas never reach their conclusions.,0
"This time, it was lost in the translation.",0
"While it forces you to ponder what a movie can be, speak for it.",1
Shafer can navigate both large and small spaces.,1
There are mostly flat and uncreative moments.,0
It's inane and awful.,0
It was told in fashion.,0
It takes chances that are bold.,1
jason takes a backseat in his film to special effects,0
There is only one thing to fear.,0
The whole mess.,0
The rocky path to sibling reconciliation is infused with flashes of warmth and gentle humor.,1
ozpetek avoids most of the pitfalls you would expect in such a potentially sudsy set-up.,1
A rsum is loaded with credits.,0
Enjoy the ride.,1
It's not much to add beyond the visions already relayed.,0
snail-like pacing.,0
A film is very unpleasant.,0
It gives exposure to some talented performers if it is persuasive.,1
The whole affair feels hokey.,0
They are all things we have seen before.,0
It was sad and leavened.,1
breathless anticipation.,1
It is significantly better.,1
As predictable as the tides.,0
brilliant and entertaining.,1
It's smooth and professional.,1
", quiet, submissive.",0
The horror.,0
A really good film.,1
The change in tone seems to have rejuvenated him.,1
pays homage to jugglers and turntablists.,1
A dim.,0
It was vicious and absurd.,0
He acts goofy all the time.,0
Even cranky adults may rediscover the quivering kid inside if the life is so frenetic.,1
It's at one point laughable and addictive.,1
The 103-minute length is merited.,1
The term epic cinema has value and respect.,1
As a dentist waiting room.,0
Showing genuine emotions.,1
Amazingly stupid.,0
confessions may not be straightforward.,0
It seems a disappointingly thin slice of lower-class london life.,0
The story is not true.,0
This comic gem is delightful.,1
To spare animals.,1
Digital photography is ugly.,0
Understand the difference between dumb fun and dumb stupidity.,0
It is traditionally structured.,1
frida is not that different from a hollywood romance.,0
There is a way for indian filmmakers to get into nonethnic markets.,1
It is worth the price of admission if you want a good time.,1
"It was directed by joel schumacher and produced by jerry bruckheimer and it shows the worst of their shallow styles: wildly overproduced, inadequately motivated, and demographically targeted to please everyone.",0
There was carnage.,0
The footage was degraded.,0
second fiddle.,0
The folly of superficiality is itself.,0
It is an auto-critique and has its own most damning censure.,0
An oscar nomination was secured by a tedious norwegian offering.,0
esther kahn is weird but also annoying.,0
A stylish exercise.,1
I was starting to dislike it halfway through the picture.,0
It borders on facile.,0
A terrible movie.,0
Takes hold of the object.,1
To the point of distraction.,0
The picture is fascinating.,1
"Weapons, martial arts, computer effects and jagged camera moves were filmed.",0
The rhythms were distracted.,0
This mess is not as bad.,0
It is seamless and sumptuous.,1
The slick and manufactured was used to claim street credibility.,1
Five actresses perform take care.,1
Valuable messages.,1
Thanks to lau.,1
Two guys want to be tarantino when they grow up.,0
There are no new plot ideas.,0
A collection of bits.,0
Does it bode well for the rest of it?,0
It was the kind of movie.,1
The usual worst,0
Hugh grant has a good line in charm.,1
Arrive early and stay late.,1
There are moments of genuine insight into the urban heart of the movie.,1
I could have used more time to watch being john malkovich.,0
The shot was artful and watery.,1
The film noir organized crime story has one of the strangest.,1
That is considerable aplomb.,1
Richard gere and diane lane acted.,1
There was scant.,0
The film was a bit mediocre.,1
It's too ludicrous.,0
The rock's fighting skills are similar to that of steven seagal.,1
Rich and full.,1
Warm water under a red bridge is a celebration of feminine energy and is a tribute to the power of women to heal.,1
A real-life 19th-century crime is used as a metaphor.,1
"Home movie will leave you wanting more, and leave you with some laughs and a smile on your face.",1
The film has ambiguities that make it worth watching.,1
The dialogue is ultra-cheesy.,0
Adding depth and resonance.,1
The sensational.,1
A huge screen format is used to make an old-fashioned nature film that educates viewers with words and pictures.,1
handsome but boring drama.,0
It's not very good.,0
In her most unattractive state.,0
He makes an unusual but pleasantly haunting debut behind the camera.,1
"A fine, rousing, g-rated family film was aimed mainly at little kids but with plenty of entertainment value to keep grown-ups entertained.",1
"Everything about girls swimming feels familiar and secondhand, even its passages of sensitive observation.",0
The cast is spot on.,1
ugly video,0
"It brings to the fore the gifted human beings who are also no-nonsense, and the contribution they have made to our shared history.",1
It was rather choppy.,0
The comedy is dumb about sex gags and prom dates.,0
Excellent performances are demanded and received.,1
xxx is a blast of excitement.,1
pure pleasure.,1
Make a film that is not just about kicking zombies.,1
About love and culture.,1
Is it worse?,0
It was horrifying.,0
mourns her tragedies in private.,0
The action scenes are not great.,0
It is so bad.,0
It was so bad.,0
84 minutes is not long.,1
"All around, never gaining much traction.",0
A masterpiece.,1
"The casting of juliette binoche as sand is a lot to do with her pale, dark beauty and characteristic warmth.",1
Does it leave you with much?,0
Good acting.,1
Some of jaglom's films are actually affecting.,1
Mira sorvino had limitations as a classical actress.,0
Is less successful on other levels.,0
It's still worth seeing.,1
It is intelligent and moving.,1
He is miserable throughout as he swaggers through his scenes.,0
Men.,1
What few sequels can do?,1
A clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright.,0
"I'm not sure which part of the dragonfly is worse, the part where nothing is happening or the part where something is happening.",0
It was fun and funny.,1
bound to appeal to women who are looking for trashy time.,1
It never quite makes the grade as tawdry trash.,0
has the right stuff for silly summer entertainment and enough laughs to sustain interest to the end.,1
caring,1
The seagal looks like a person named Danny aiello.,1
"Though fascinating they may be as history, they are too crude to serve the work well.",0
"Coppola and his sister, sofia, are real filmmakers and not everything in this ambitious comic escapade works.",1
The process of dehumanizing.,0
It is a subject taboo matter.,0
This is what you can see.,1
Absolutely incompetent conclusion.,0
Being earnest and parker's creative interference have always been part of wilde's droll whimsy.,1
You root for gai's character to avoid the fate that has befallen every other carmen before her.,1
Run for cover.,0
low budget.,0
A casual song.,1
walked out with terrible words.,0
The transition from stage to screen has appeal.,1
You have ellen sitting next to you.,1
A step backwards.,0
true fans,1
Just copying.,0
It is quite rich and exciting.,1
The film was from three decades ago.,1
"From lynch to von trier, but failed to find a spark of its own.",0
You should get caught up in the company's growth.,1
This is a soap opera.,0
A confrontation.,1
Is it too much?,0
It was greatly.,1
It is free.,1
intriguing species.,1
Attempt to escape.,0
scherfig has a successful career in tv,1
Watching it makes you giddy.,1
It's clear that washington has a new career ahead of him if he chooses to.,1
It was tamer.,0
outrageously creative action,1
The most satisfying evenings.,1
How things will turn out is never a question.,0
Only open new wounds.,0
despite being a failure.,0
For a story.,1
In addition to hoffman's acting clinic.,1
Correct stuff.,1
naturalistic acting and cinematography.,1
high-concept films.,1
You can refuse a sequel.,0
with no reason to be.,0
Ararat is much more demanding than it needs to be because the film is confusing on one level or another.,0
"Striking, unnerving, and powerful.",1
The chateau has a sense of light-heartedness that makes it attractive.,1
Have a passion for the material.,1
"Maybe it is formula filmmaking, but there is nothing wrong with it if the film is well-crafted and this one is.",1
A movie that is enough distance from leroy's.,0
Rendering is romantic.,1
Is excellent as rachel.,1
There are many special effects that run the gamut from weird to weird.,0
A man has made the worst film about women.,0
I'd like to count the number of times I've been recycled.,0
With awe.,1
A film is joyous.,1
A constant hoot.,1
", partisans and sabotage",0
The scenes of torture and self-mutilation are graphic.,0
The recent argentine film son of the bride reminded us that a feel-good movie can still show real heart.,1
"Even though it points out how inseparable the two are, it also spoofs and celebrates the more outre aspects of black and white culture.",1
The package in which this fascinating and timely content comes wrapped is disappointingly generic.,0
This is a really bad dark comedy.,0
She is a vulnerable character and her plight is emphasized by her frame.,1
It is exciting and exciting.,1
schticky.,0
And in the best possible way.,1
The most flamboyant female comics.,1
It's squareness would make it the darling of many kids- and family-oriented cable channels.,1
"It's an appalling, odoriferous thing.",0
This is a film special.,1
The spider-man is amazing.,1
The violence is stomach-turning.,0
It would be great if more humanity could be used.,0
Not everything.,0
The entertainment value of pale Mr. broomfield is obvious as he continues to force himself on people and into situations that would make lesser men run for cover.,1
The police-procedural thriller is a slow- moving one.,0
A bad idea from the beginning.,0
It was sweaty-palmed fun.,1
A very funny joke.,1
volletta wallace's fury.,0
The story is complex.,1
atop wooden dialogue.,0
It risks monotony because it progresses in a low-key manner.,0
Be burns is the strongest film since the brothers.,1
It's something that I'm not going to miss.,1
Dover kosashvili's feature debut is so potent.,1
The best short story writing out there.,1
It is looking for excitement in high drama.,0
feeble comedy.,0
An insult to a family.,0
It's essentially empty.,0
The film has problems.,0
My big fat greek wedding looks like an apartheid drama.,0
It's not half the interest.,0
My big fat greek wedding was not popular.,0
The film  auto focus' is a depiction of male swingers in the playboy era.,1
They are signposts that mark the slow death of imagination.,0
To forgive that still serious problem is appealing character quirks.,1
It takes a long time for the time to turn on the engaging.,0
How bad it is takes a lot of energy.,0
Wait to see it.,0
The best Korean film of 2002 is easily called the best.,1
The canvas is the largest ever.,1
"A solid cast, assured direction, and lack of modern day irony.",1
comatose ballerinas,0
It's so important.,1
"Of the road, where the sexual politics are too smart.",0
The equations are formulaic.,0
"It's a work with humor, warmth and intelligence that captures a life that was interesting.",1
A passing grade is what deserves it.,1
You like this movie.,1
It is simply stupid.,0
The plot and a powerfully evocative mood combine heated sexuality with a haunting sense of depression.,1
An indictment of parental failings.,0
It felt like performances across the board.,1
It seems strange and distanced.,0
The movie is offensive.,1
It is casual and fun.,1
The mess is plodding.,0
"The santa clause 2 is a supposedly a children's movie, but there is nothing in it to engage children emotionally.",0
The film has intimate camera work.,1
You will find that you wish you were in another movie.,0
Of being dishonest.,0
As the bestial.,0
It is a collection of not-so-funny gags and lazy humor.,0
They prove more distressing than suspenseful.,0
crackles,1
A revealing study of its two main characters.,1
High drama and Disney-style.,1
"It gets the job done, even though it may be more courteous than ingenious.",1
"Good action, good acting, good dialogue, good pace and good cinematography.",1
Her husband's bully.,0
gaghan threw suspense in the book at this nonsensical story.,0
The two daughters created a light that was suffocated by the darker elements of misogyny and violence.,0
"oozing, chilling and heart-warming.",1
The retread was not new.,0
The life on the reefs is teeming.,1
The thin story is about invaders trying to get an anti-viruses.,0
Quite endearing.,1
The tedium can be broken with fewer gags.,0
It was overbearing.,0
Deep deceptions.,0
Things will turn out well.,1
The paranoia of a submarine movie is very real.,1
It was grand.,1
Films like tremors have good-natured fun.,1
Betters it.,1
The audience is fixed.,1
It's moving and important.,1
It's awesome.,1
An interest that I have.,1
blessed with two fine lead performances.,1
true star,1
A self-indulgent script is hampered by paralyzed.,0
Idiots who do not care what kind of sewage they shovel into their mental gullets to mimic sustenance.,0
"What punk rock music used to be, and what the video medium could use more of, is haunting.",1
The nurses plot holes so they can pilot the olympic swim team through them.,0
That is both charming and well acted.,1
A bad blend.,0
The guy in a dress is a genre.,1
claude chabrol has become the master of innuendo.,1
It was riveting.,1
It was painfully unfunny and pathetic.,0
War movies.,0
An inuit masterpiece.,1
oscar,1
The screenplay has a lot of clich.,0
The wives and girlfriends are not good.,0
Provide more information.,1
It's as easy to be bored as your abc's.,0
What do you want?,1
It is fluid and fascinating.,1
"A coming-of-age tale full of sex, drugs, and rock 'n' roll.",1
The film's charm makes it entertaining even though it plays out like a feature-length sitcom with stereotypical family quandaries.,1
Runsacks.,0
lacks charisma and the ability to carry the film.,0
The book report.,0
Leave the theater.,0
Abuse of a spouse.,0
The director has a fake backdrop and pacing.,0
Palestinian and israeli children are a diverse and articulate group.,1
Anyone who is affected by this film.,0
A strong sense of humanism is what one carries.,1
The dragon loses its fire midway through its perfunctory conclusion.,0
Robert rodriguez has another entertaining romp.,1
roger mitchell made the move from pleasing to commercial fare with real thematic heft.,1
It will probably be in video stores by christmas.,0
It was funny and triumphant.,1
Underachiever.,0
A film of ideas and humor.,1
There are compelling plots and real characters in movies.,1
dime-store musings.,0
worth it,1
Reality shows for god's sake!,0
The movie's sentimental lessons about sexism and hypocritical lessons about sexism come out in various wet t-shirt and shower scenes.,0
Will cry for your money back.,0
captivating.,1
It's worse if there's nothing happening or something happening.,0
Max rothman's future does not work.,0
There are quirky characters and an engaging story.,1
"It has the feeling of a summer-camp talent show with hastily written, underrehearsed, and plotted.",0
Makingkahlo's art a living.,1
bad run,0
It's possible that you will end up trying to drown yourself in the lake.,0
Many pleasures.,1
Is it worth looking into?,1
This movie is not going to work with this cast.,0
Time bombs.,0
Traditional and modern stories are balanced in a way that never overwhelms the other.,1
The surface histrionics failed to compensate for the paper-thin characterizations.,0
"It plumbs depths of stupidity, incoherence and sexual banter.",0
A sour taste in someone's mouth.,0
decent performance.,1
It's familiar and predictable and probably came from a xerox machine rather than the writer-director.,0
"Joseph cedar's time of favor is a thriller set among orthodox jews on the west bank, but it does so without compromising complexity.",1
One of the worst movies of the year was responsible for that.,0
It was shamelessly manipulated and contrived.,0
Movie love.,1
The human is dark.,0
The idea of exploiting molestation for laughs is funny.,0
It's too loud to say anything at the screen.,0
"It's a long way from orwell's dark, intelligent warning cry.",0
A coming-of-age film that avoids the cartoonish clichs and sneering humor of the genre as it provides a fresh view of an old type.,1
The movie is perfect.,1
Waste viewers time with a gobbler like this.,0
oscar-sweeping franchise predecessor.,1
It sets out with no pretensions.,1
They can work the words radical or suck into a sentence many times.,0
give you something to feel good about.,1
wittily insightful.,1
Allen's romantic comedies are relevant and enduring.,1
The film is extraordinary.,1
A doubt.,0
Maudlin or something like that.,0
It has the wisdom and humor of its subjects.,1
a party-hearty teen flick that burns like acid.,0
The thinly sketched story.,0
Provide the funniest moments in this sweet comedy.,1
This romantic comedy asks how much souvlaki can you take?,0
"Again, dazzle and delight us.",1
Beneath the funny surface is a bigger story than the one in which little green men come to earth to harvest.,1
aspires to be more than a best man clone.,1
"It was a skillfully assembled, highly polished and professional adaptation.",1
There was no trace of dramatic interest in the story.,0
It also comes with the arrogance of a thing that already knows it has won.,0
It's a frightful film that pays off what miramax owed to benigni.,0
laughed.,1
The laws of laughter need to be followed more closely by future lizard endeavors.,0
There is a void.,0
Unlikable characters and a self-conscious sense.,0
Intelligence or invention.,1
A man in drag is not funny when he is hot on the hardwood.,0
hopelessly juvenile.,0
Shakepearean is both in depth and breadth.,1
The directing style is unique.,1
It is necessary to give this comic a bit of heart.,0
Feel more like a cry for attention.,0
The hip hop beat is good.,1
It feels like literary conceits.,0
No explanation.,0
It's funny and funniest.,1
It is so dull that its tagline should be.,0
You start off witty and sophisticated.,1
A cheap pickup.,0
The film is different because debrauwer doesn't push the easy emotional buttons.,1
The direction is smart and shines on all the characters.,1
The fears of young people trying to cope with the mysterious and brutal nature of adults were tapped.,1
A group of friends are astray.,1
"It's just weird for the sake of weird, and where human nature should be ingratiating, it's grating.",0
This is a beautiful portrait.,1
This is one of the rare pictures that you root for throughout.,1
The concept of loss is tied to unexplainable pain and eccentricities.,1
It took 48 hours for bits and pieces of midnight to be put together.,0
"The film fails to have a heart, mind or humor of its own because it is so busy making reference to other films and trying to be other films.",0
"It lacks the compassion, good-natured humor and level of insight that made the first film a success.",0
handles it in a surprising way.,1
Those who are devoted to the madness of black will have a good time.,1
It was obscenely bad.,0
Absolutely devastating.,0
I don't see the point.,0
It looks like a bad imitation of the bard.,0
That tickles the funny bone.,1
One of its strengths.,1
It is a masterpiece.,1
Into this dream hispanic role with gusto.,1
It's stiff or just bad.,0
These lives matter.,1
The laughs come from the audience.,1
A greatStimulus,1
No point.,0
There were feelings of isolation and frustration.,0
The shot was a winning one.,1
Through the perverse pleasure of watching disney slice the bottom of its own cracker barrel.,0
The movie does a flip-flop after the miracle of miracles.,1
lewis,1
There is no other reason to remember it.,0
"kirsten dunst gave a remarkable performance, in which he showcased davies as a young woman of great charm, generosity and diplomacy.",1
The father is a father.,0
Domestic tension and unhappiness.,0
"The film is so bleak that it's hardly watchable, but the effort is sincere and the results are honest.",0
The best Korean film of 2002 was called that.,1
One of the best rock bands.,1
It makes you watch people do bad things to each other.,1
The box office pie.,1
Is it possible that this wannabe is inexpressible and drab?,0
None of the bullets seem to hit.,0
A traditionally structured story can be like an extended poem.,1
"It's about as convincing as any other arnie muscle fest, but has a little too much resonance with real world events.",0
To hate.,0
To be amazed.,1
The people who liked the 1989 paradiso will like the new version.,1
There is a lot of energy.,1
It was successful on a patient viewer.,1
"While tattoo borrows heavily from both seven and the silence of the lambs, it manages to maintain both a level of sophisticated intrigue and human scale characters that suck the audience in.",1
This may be burns's best film since the brothers Mcmullen.,1
turned down.,0
"timely, tongue-in-cheek.",1
Undramatic.,0
The pile of useless actioners.,0
He should be an oscar nominee.,1
There are weirdly engaging and unpredictable character pieces.,1
An affection for the period.,1
It is comparable to the original and even better.,1
Does not work.,0
It is offensive.,0
Tell a story about the war.,1
It brings us joy.,1
A hint of humor.,1
with a big heart.,1
You and all your mateys will have a wonderful adventure.,1
Its most immediate and obvious pleasure.,1
There are plenty of laughs and viewers don't have to worry about being subjected to any of the foul substances found in modern-day comedies.,1
"One of those rare films that seems like it was written just for them, but still manages to convince most people that it was shown for them.",1
The documentary's introduction was decent.,1
It makes us see issues in a different way.,1
The film goes over the edge and is hard to believe.,0
teddy bears'picnic ranks among the worst debuts by an esteemed writer-actor.,0
Emotions seesawing.,0
There are movies with courage to go over the top and movies that care about being stupid.,1
target audience graduated from junior high,0
This drama is structured and real.,1
embracing,1
The film is a litmus test for the intellectual and emotional nature of your date and a giant step backwards for a director I admire.,0
Faith and madness are blood-curdling stuff.,1
A collection that is listless.,0
Other than the oscar-sweeping franchise.,1
Everyone growing up thinks their family must look like the Addams family.,1
freddy is a person who gets molested by a dog,0
Male hustler.,0
The money-grubbing of most third-rate horror sequels is uselessly redundant.,0
"The film is full of funny observations about the absurdity of modern life as seen through the eyes of outsiders, but deftly avoids many of the condescending stereotypes that so often plague films dealing with the mentally ill.",1
It's mostly a bore.,0
It's an entertaining mix of farce and period drama that should please history fans.,1
You will be as bored watching morvern callar as the characters are.,0
"The film and cast are lovely and fun, and the problems and characters it reveals are universal and involving.",1
I love this movie.,1
"The efforts of its star, kline, to lend some dignity to a dumb story are for nothing.",0
The flat is in a scruffy community.,0
"Liberal doses of dark humor, gorgeous exterior photography and a stable-full of solid performances.",1
"The film is badly edited and often awkwardly directed, and suffers from the addition of a pre-credit sequence designed to give some of the characters a back story.",0
works well.,1
There was a performance that was very dead on.,1
It is possible to take a reality check before you pay the full price for a movie.,0
The best of the swashbucklers are in that pantheon.,1
It was a frightening ride.,1
It's a good job.,1
It is smart and complicated.,1
The intimate moments of people who live in strange homes.,0
"These days, they are pretty valuable.",1
"The movie deals with hot-button issues in a comedic context, but barbershop is not as funny as it should be.",0
That was the only rip off that we were aware of.,0
It is beautiful to watch.,1
accentuating.,1
It's 2 1/2 hours and no one wants to pull a cohesive story out of it.,0
An ensemble cast.,1
Endear.,1
The funniest bits.,1
That hurts.,0
American beauty is not good.,0
The shots that make 105 minutes seem twice as long are clotted with symbolism and dime-store psychology.,0
Without a sense of fun or energy.,0
I would like to be the cat's meow.,1
It's simply stupid and irrelevant.,0
There is a stalker thriller and a wonderland adventure.,1
Be a part of it.,1
cinema history is the only movie,1
It comes from a renowned indian film culture that allows americans to finally appreciate its beauty.,1
The oscar winners were accomplished.,1
Of the professionals who are less well known but still deserve it.,1
We are surprised at how much we care about the story.,1
It was an all-time low.,0
It was just enjoyable.,1
reacting to it - feeling a part of its grand locations.,1
It's hard not to be carried away by such conviction.,1
The introduction is colorful.,1
The slow parade of human frailties intrigues you.,1
"The subject matter of famuyiwa's feature is intelligent and respectful, rather than being forced to endure every plot contrivance that can be found in the genre.",1
A laugh with them.,1
That sneaks up on the audience.,1
The photographic marvel.,1
It is terrible and unnecessary.,0
gets vivid performances from her cast and pulls off some deft ally Mcbeal-style fantasy sequence.,1
The result is just the sort of kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts.,0
"While not for every taste, this often very funny collegiate gross-out comedy takes a long way toward restoring the luster of the national lampoon film franchise that has been reduced to direct-to-video irrelevancy.",1
wow factor,1
"With his fourth film, hashiguchi suggests that a major director is emerging in world cinema.",1
Brazil-like satire.,1
It's low on suspense and payoff.,0
There is a portrayal of a powerful entity that blocks the life out of the people who want to believe in it the most.,1
It is an absolute delight for all audiences.,1
Would taxes be levied on Einstein's brain?,0
Its first sign of trouble.,0
It's not believable that anyone would buy this stuff.,0
It should strike a nerve in many people.,1
Such a dependable concept was doomed in execution.,0
It feels a bit old fashioned.,0
This time it was lost in the translation.,0
A great performance.,1
The pianist is very careful but without passion.,0
It is oddly detached.,0
That's more complex and honest than what's seen in a film.,1
nifty premise,1
The vein has veins.,1
The morvern callar is a pure punk existentialism.,1
You should go down with a ship that's leaking.,0
The movie is earnest.,1
Enough.,1
"We've never seen 10,000 car chases, but we've seen well-thought stunts.",1
"The film should be funnier than scary, like a Martha Stewart decorating program.",0
Going fast.,1
It's still fun and enjoyable.,1
A lazy exercise in bad film making.,0
This thing is not worth watching.,0
's also very clever.,1
"If they saw how this movie turned out, they would never work in a Mcculloch production again.",0
The general public can enjoy an entertainment destination.,1
"I have seen things from different sides, and gotten more intense, when I pulled the rug from underneath us.",1
roger mitchell makes the move from pleasing.,1
The enduring strengths of women.,1
Surprisingly faithful.,1
There are many scenes.,1
And exaggerated.,0
It takes a long time.,0
The first was improved upon.,1
That might have made it exciting.,1
The widowmaker is a great yarn.,1
humorless,0
Thank you.,1
A walk to remember.,1
Bite.,0
