sentence,label
"Mary will believe Susan, and you will believe Bob.",1
"You will believe me, but you might not.",1
You will believe it.,0
How did you solve the problem?,1
I wonder who could solve this problem in this way.,1
Who could solve this problem?,0
No candidate can tell how many people will vote for him.,1
Every politician is worried when the press attacks them.,1
Which politician hired the journalist who supported him?,1
The fact that no candidate was elected shows that he was not good enough.,0
Mary buys records and John sells books.,1
The people who support John worry about the question of whether he met Mary.,1
They have left.,1
Have they left?,1
Could they have left?,1
He has seen Mary many times.,1
I see Mary often.,1
He sees Mary often.,0
I see he often Mary.,0
It seems that John will win.,1
It seems that John will win.,1
John is likely to win.,1
John thinks that it will win.,0
John seems to be the winner.,0
How do you think you can solve the problem?,0
How smart do you think John is?,1
How many people are wondering if I am intelligent?,0
I wonder if I consider John.,0
What do you think about that?,0
He has left.,1
His book is good.,1
Bill saw him.,1
Bill is working with him.,1
John thinks he is a nice guy.,1
John considers him to be nice.,1
It would be a mistake for him to do that.,1
The team is in trouble because of him.,1
A man is not likely to be in the garden.,0
A man is not likely to show up.,0
John would not call.,0
It is surprising that this conclusion is arrived at.,0
John thinks he is sick.,1
John thinks that he is sick.,0
John is trying to win.,0
John wonders where he will go.,0
Who do you think is Bill's favorite person?,1
Who do you think believes that Bill is innocent?,1
Who do you think thinks John is innocent?,0
Who would you prefer to win the race?,0
Someone stole my car.,1
My car was taken.,1
The children are eating chocolate.,0
John has kissed Mary.,1
The kids all ate chocolate.,1
He understands what's going on.,1
It's possible that he understands what's going on.,1
It's likely that he knows what's going on.,0
He understands what's going on.,0
I explained how to fix the sink.,1
I told them how to fix the sink.,1
I told them we should fix the sink.,1
I told them how to fix the sink.,0
Mickey looked at the reference.,1
Mickey looked at the reference.,1
Mickey looked up.,1
Mickey and the women.,1
Mickey and the women were together.,0
"Gary had left, Mickey said.",1
"Gary had left out, Mickey pointed out.",0
Mickey slips up a lot.,1
Mickey slips up all the time.,0
John thinks Mary bought something.,1
John thinks Mary bought something.,0
John wonders what Mary bought.,1
John wondered what Mary bought.,0
Who is reading a book that criticizes?,0
What do you remember about that purchase?,0
Who bought what?,1
Who is reading a book that criticizes someone?,1
Who remembers where we bought what?,1
I wonder who bought it.,0
I wonder what the person bought.,0
There are not many linguistics students here.,1
I have not met many linguistics students.,1
What do students buy?,1
Sally is needed to be there.,1
The boat sank to collect insurance.,0
The boat was sunk to collect insurance.,1
John wants to win.,1
The bed was not made.,1
Headway was not made.,0
John was not known.,1
John was not known to be the murderer.,0
We knew John was the murderer.,1
He fed the children.,1
The children were uneducated.,1
The children were not disciplined.,1
I believed the students would like John.,1
They tried to be like John.,1
I believed them all.,1
Did he try to talk to the student?,0
Did you think he ever tried to talk to the student?,1
Did he ever pay attention to the needs of students?,1
Did you think he ever tried to talk to the student?,1
This view of understood subjects is typical of an analysis that was done.,1
They were believed to be very careful.,1
Was he ever going to fail students?,1
There is more and more discussion of these issues.,1
John was a great linguist.,1
There is a storm tonight.,1
John wanted to be successful.,1
John wanted to improve his life.,1
John was expecting to win.,1
The book is too dense to be read in one sitting.,1
There is no chance of a serious discussion of the issues.,0
John tried.,1
John remembered.,1
John was refused.,1
John forgot.,1
"Bill seems to be obnoxious, but I don't think Sam does.",0
"Bill seems to be obnoxious, but I don't think he's with Sam.",0
"Bill seems to be obnoxious, but I don't think Sam does.",0
They all tried to like John.,0
They all seemed to like John.,1
John thinks Sally should be nice.,1
I believe John is a fine person.,1
John wants to win.,0
John would be happy to win.,0
We would like John to win.,1
John would be hated by everyone.,0
John would be the best choice.,0
John would be the best candidate.,1
I want John to win.,1
I would hate for John to win.,1
I would like John to be the candidate.,1
John destroyed the house.,1
The medium was emitting ionized particles.,1
Ions hit the electrode.,1
The medium has something in it.,1
The house was destroyed.,0
Ions left the device.,1
The ion left the electrode.,0
The ion struck the electrode.,1
The ball is in a box.,1
The ball flew from the bush to the tree.,1
The ball is in the box.,1
The tree dropped fruit.,1
The fruit fell from the tree.,1
The stone hit the pole.,1
The pole was knocked into the road.,1
The ball was in the box.,1
The box slowly contained the ball.,0
The box held the ball.,0
The ball was in the box.,0
The tree dropped its fruit over time.,1
The tree dropped its fruit.,1
Fruit hit the roof.,1
The fruit hit the roof.,1
Fruit hit the roof from the tree.,1
The fruit hit the roof.,0
Fruit hit the roof against the ground.,0
There was fruit in the tree.,1
The fruit fell from the tree.,0
There was fruit against the house.,0
There was fruit on the ground.,0
The tree became an oak.,1
The tree was maple before it became an oak.,1
The oak was derived from a cedar.,0
The oak is a descendant of the maple.,1
The maple became an oak.,1
The oak was created from a maple.,1
The train arrived at the station.,1
The branches fell.,1
The child was a man.,1
The party was going on all night.,1
The dog was acting crazy.,1
John thought it was so.,1
It came to John that it was true.,1
The snake saw something.,1
High grades were achieved due to hard work.,1
The farm moved to John.,1
John is touching something.,1
John is touching the wall.,1
A bear is in the cave.,1
A bear is in the cave.,1
The tub is filled with water.,1
The basement has a house circuit.,1
The basement has an electric main.,1
The fence is on the sidewalk.,1
The fence surrounds the sidewalk.,1
The man has a book.,1
The tube held gas.,1
The terrorist escaped from the prison.,1
The terrorist escaped from the prison cell.,1
The stone avoided the river.,1
The river was avoided by a rolling stone.,1
The agents caught a terrorist.,1
The sponge was wet.,1
The tub is filled with water.,1
John received a book.,1
John learned a lesson.,1
The parcel reached John.,1
John received the parcel.,1
The farm got to John after a long time.,1
The farm reached John after a long time.,0
The cup was filled with water.,1
The cup was filled with water.,1
The water was out of the cup.,0
The cup was full.,0
The cup was full.,0
The cup is full.,1
The cup was empty.,0
The barge was carrying logs.,1
The road is blocked by a stone.,0
The branch had an apple.,0
The logs were high on the barge.,0
A stone was blocking the road.,1
The bottle was empty.,0
The branch had an apple.,1
Some branches fell from the tree.,1
The tree fell.,0
The tree had some branches.,1
The tree had some branches that fell.,1
The water was in the kettle.,1
The kettle was hot.,0
The kettle was hot.,1
The cup was full.,0
The pole was knocked into the road.,0
The tub was empty.,1
The stone hit the pole.,0
The window was broken by hail stones.,1
The window was broken by the wind.,1
The window was broken by hail stones.,0
The window broke as the wind blew.,1
The wind broke the window.,1
John hit the stone.,1
John hit the wall with a stone.,1
John put wine in a barrel.,1
John put a barrel of wine in his hand.,1
John put the book on the table.,1
John was included in the list.,1
John put bricks on the truck.,1
John put bricks in the truck.,1
John fed the baby.,1
John fed the baby.,1
John fed the baby.,1
John fed the baby.,0
The ball is in the box.,1
The box is full of the ball.,1
The train arrived at the station.,1
The train arrived at the station.,1
The stamp must be pressed against the pad completely.,1
The stamp should be pressed completely with the pad.,1
The paint should be sprayed on the wall.,1
All the paint should be sprayed on the wall.,1
All the paint should be sprayed on the wall.,0
The wall should be sprayed with paint.,1
John painted the wall.,1
John painted the whole wall.,1
John hit the wall.,1
The stone hit the wall.,0
The stone hit the wall.,0
John thought Bill was a fool.,1
John thought Bill was a fool.,0
The baby should be given the bottle full.,1
The baby should be given a bottle.,0
The baby should be given the bottle full.,1
The baby should be given a bottle.,0
Rub the cloth on the baby.,1
Rub the cloth on the baby.,0
Rub the baby with the torn cloth.,1
The baby should be rubbed with the cloth.,0
The baby should be dry with the cloth.,1
The baby should be dry with the torn cloth.,0
The cup broke the stone.,0
The cup was knocked apart by the stone.,1
The cup was smashed against the stone.,1
The cup was broken by the stone.,1
The tank was filled with petrol.,1
The cup was emptied of water.,1
John included her name.,1
John moved the ball from the tree to the bush.,1
John put the bottle of water down.,1
John gave Bill a book.,1
Bill gave the book to John.,1
John gave Bill a book.,0
Someone is in the living room.,1
John is fond of Mary.,1
Mary laughed at John.,1
The ship was in the water.,1
Mary considers John and Bill to be fools.,1
John thinks professors are weird and politicians are weird.,1
Sue put the books on the table and the records on the chair.,1
John and Vivien received a mug and scarf fromHarriet.,1
I think John will win and Harry will lose.,1
You eat the fish and beef raw.,1
They told Sue and Virginia to leave.,1
Smith and his widow donated a collection of manuscripts to the library.,1
Mary moved her business to a different location.,1
I succeeded in convincing Mary not to leave.,1
We ate the fish raw despite not liking it.,1
Flo doesn't think the Miami Dolphins will be in the play-offs.,1
John was able to learn French perfectly.,1
Bill's lines were poorly read.,1
Mary plays the violin well.,1
John knows French.,0
Bill didn't do well with his lines.,0
John learned a new language.,1
Bill slowly read his lines.,1
Mary will play the violin.,1
John immediately learned a language.,1
Bill slowly read his lines.,1
Mary will play the violin.,1
John quickly learned French.,1
John was able to learn French quickly.,1
John learned French quickly.,1
John immediately learned French.,0
John was able to learn French quickly.,0
John will probably learn French quickly.,0
John will learn French quickly.,0
John will probably learn French very quickly.,0
John rolled the ball down the hill.,0
John rolled the ball down the hill.,1
John rolled the ball down the hill.,1
John hit the ball.,0
John hit the ball.,1
John spoke to Mary.,0
John spoke to Mary.,1
John spoke to Mary.,1
John spoke to Mary in French.,1
John spoke to Mary in French.,1
Mary jumped the horse over the last fence.,1
Mary jumped the horse over the last fence.,1
John spoke to Mary in French.,0
John spoke to Mary French.,0
Mary left John.,0
The lions ate some meat.,0
Mary convinced him that he should rest.,0
We consider the men to be fools.,1
The men are crazy.,1
I saw all of the men.,0
The men were arrested.,0
The men arrived.,0
The teacher ordered the two boys to pay attention.,1
They returned the books to their owners.,1
The chairs were painted red.,1
The trainer fed the lions steaks.,1
Bill is proud of himself.,0
Home was gone by John.,0
Mary was angry and left the room.,1
Mary left the room angry.,0
The room was angry.,0
John Bill is similar to Bill.,1
Bill is similar to John.,0
The package was 10 lbs.,1
The package weighed 10 lbs.,0
The book cost $10,1
$10 was spent on this book.,0
The book cost $10,1
John was charged $10 by the book.,0
John thought Bill was pretentious.,0
The boys were well cared for.,0
Aunt Mary made the boys good mothers.,0
Max failed the kids as a father.,0
The kids were failed by their father.,0
The men were not impressed by the idea.,0
The men were told to leave.,0
He is a good friend to his friends.,0
Aunt Mary made the boys good parents.,0
Max was a bad father.,0
Frank promised the men to leave.,0
We told the public that John was a hero.,0
John was declared a hero by the public.,1
We said that John should be a hero.,0
We proclaimed John to be a hero.,1
We made a promise to the public that John would be a hero.,0
We proclaimed John to be a hero.,1
They were a genuine linguist.,0
They were able to convince Mary to become a linguist.,1
Mary was a genuine linguist.,0
Mary was a genuine linguist.,1
They were the ones who represented Mary to the dean as a linguist.,1
We proved to the authorities that Smith was the thief.,0
Smith was the thief.,0
Smith was proved to be the thief by us.,1
We proved to the authorities that Smith was the thief.,0
We proved to the authorities that Smith was the thief.,1
The gardener watered the tulips.,1
The coffee beans were ground to a fine powder.,1
They painted their house green.,1
Joggers wore Nikes threadbare.,1
The kids were laughing at each other.,1
He coughed his handkerchief wet.,1
The lions were fed raw meat.,1
The lions ate the meat.,0
We love them.,1
We love them.,0
We love them.,0
We love them.,0
Our love for them.,1
Our love them.,1
Our love for them.,1
He thinks that Mary Bill kissed him.,0
He thought that Mary Bill kissed him.,0
He thought that Mary Bill kissed him.,1
Mary is in love with him.,1
Mary is fond of him.,1
Mary is fond of him.,0
Mary was critical of him.,1
Mary's criticism was cruel.,0
Mary's criticism was cruel.,1
John might not love Mary.,1
John would be hesitant to love Mary.,0
John might not love Mary.,1
It would be nice to go abroad.,1
John wants to go abroad.,1
Mary believed John loved her.,1
Mary thought John loved her.,1
Mary said John loved her.,1
Mary thought she loved her.,0
Mary tried to go to another country.,1
Mary was going to go abroad.,1
Mary went abroad.,1
Mary wanted to go somewhere else.,1
Mary tried to get John to go.,0
Mary was able to get John to go.,0
Mary wanted John to go.,0
Mary believed he loved her.,1
Mary thought he loved her.,1
Mary believed he loved her.,0
Mary thought he loved her.,0
Mary said he loved her.,0
Mary believed that he loved her.,0
Mary thought he loved her.,0
Mary said he loved her.,0
John loved Mary.,1
John may have loved Mary.,1
There are people in that garden.,1
There are people in that garden.,0
Three men are at the station.,0
Three men are at the station.,1
I think there is a man in that garden.,1
There is a man in the garden.,0
They said there were many people in that garden.,1
They said there were many people in that garden.,0
John bet that he was a stranger in that haunted house.,1
John bet a stranger that he had been in that haunted house.,0
John tried to kiss her.,1
John persuaded Mary to kiss him.,1
Mary was told to kiss him.,1
It is not legal to park here.,1
I remember him kissing Mary.,1
I reported that he kissed Mary.,1
I kissed Mary.,1
I like taking a bath.,1
I don't like taking a bath.,1
I like him taking a bath.,0
I don't like him taking a bath.,0
I saw him kiss Mary.,1
I saw him kissing Mary.,1
I kissed Mary.,0
Everyone was aware of it.,0
John's refusal to accept the offer is shocking.,1
The city was destroyed by the enemy.,1
John's refusal of the offer was very shocking.,1
The destruction of the city was horrible.,1
John wanted to leave the room happy and he did that.,0
Mary gets there just fine when I send her home drunk.,1
I eat fish drunk.,0
I only eat fish that is drunk.,0
I don't think Fred will.,1
Holly and Jos̩ like cabbage.,1
Holly and Jos̩ both ate cabbage.,1
Holly is eating cabbage with Jos̩.,1
John is leaving but Mary is not.,1
I think Bill is intelligent and Sally is not.,1
Sally started running after Jos̩.,0
Sally and Jos̩ made Bill laugh.,0
Mary and I both came to read Fred's story.,0
"John wants to go on vacation, but he doesn't know when.",1
Mary asked Sue what to bring to the party.,0
We might go on vacation if we can figure it out.,0
"Ron wanted to wear a tuxedo, but he couldn't decide if he should.",0
You shouldn't play with rifles because of the danger.,0
Sally is being discussed as well.,0
"You recall Sally being discussed, but I don't remember John being.",0
"Sally might have eaten cabbage, but Holly shouldn't.",1
Sally will tell us when we go to the meeting.,1
Sally will tell us when we go to the meeting.,0
Mary is the one who Joe said Holly can talk to.,1
Mary claimed that she had eaten cabbage.,1
Mary claimed that Holly wasn't eating cabbage.,1
Holly wants to eat cabbage.,1
Mary claimed that she would eat cabbage.,0
Mary claimed that she had not eaten cabbage.,0
Holly started eating cabbage.,0
Holly made me eat cabbage.,0
Holly should have eaten cabbage.,0
I consider Holly not intelligent.,0
Holly had also recounted a story to Lilly.,0
I reviewed Joe's attempt to find Holly while you reviewed Jos̩'s attempt to find Holly.,0
I questioned Sally's desire to eat cabbage after Mary questioned Joe's desire to eat cabbage.,0
Sally explained the attempt to arrest Holly after I denied it.,0
I know a woman who hit a home run.,1
"It is not surprising that Betsy won the batting crown, but that Peter didn't know she did.",1
You shouldn't have been playing with rifles.,0
"Ron wanted to wear a tuxedo to the party, but he wasn't sure if he would be wearing it.",0
Holly had recounted a story to be remembered.,0
Lilly decided that she should eat cabbage.,1
Lilly decided to eat cabbage.,0
I also want to read Fred's story.,1
You shouldn't play with rifles because they are dangerous.,0
"Ron wanted to wear a tuxedo to the party, but Caspar couldn't decide if he should wear a tuxedo or not.",0
Lucy Barnes told a story because Holly had told one.,0
I didn't come to introduce the bartender.,1
I didn't come to introduce the bartender.,1
Not to unload rifles is dangerous.,1
Do they know what's best for Ron and Caspar?,1
Lucy told a story to remember because Holly had not.,1
I will work on it if I can.,0
Did Harry leave?,1
Does Joe sing?,1
A proof that God exists.,0
A proof that God is real.,0
I traveled to every country I traveled to.,0
Every man who said he would buy salmon did.,1
I went to every town.,1
I had to visit every town in every country.,1
Every man who said he would buy some salmon did.,1
Mary and Lilly should buy salmon.,1
