sentence,label
Did she expect them to ever have been able to solve the complex math problem without any help?,1
Develop a plan that aligns with the goals of our expanding business operations.,1
The students were expected all to have completed their assignments by tomorrow.,1
Did they seem likely to have been waiting for us all this time?,1
There seem to have been fewer and fewer complaints about the new policy.,1
The cat appeared to have caught a mouse effortlessly.,1
Here seems to lie the answer to our problems.,1
Despite the challenges Sarah persevered to achieve her goals.,1
John's desire to enhance his circumstances led him to pursue higher education.,1
Mary was hoping to be chosen for the lead role in the play.,1
The movie was so captivating that it kept me up all night watching till the end.,1
The book too heavy for me to carry it upstairs.,0
John ran to catch the bus.,1
John remembered the beautiful sunset he witnessed on his trip to Hawaii.,1
The cake was eaten.,1
John forgot his keys at home.,1
Despite the rain Mary went for a walk while John didn't seem to be feeling like it.,0
Despite the rain pouring heavily Mary decided to go for a walk in the park.,0
Despite the rain Tom decided to go for a walk in the park.,0
All the children to play outside in the park.,0
All the students seemed to have aced the exam.,1
The teacher considers her to have excellent potential.,1
They consider her to have been the best candidate for the job.,1
The cake was baked by her for the party.,1
The cat is wanting to go outside.,0
They hoped for Sarah to be chosen as the winner.,1
The dog was barked at by the mailman.,1
The cake was eaten by the dog that was left on the table.,0
It is essential for us to have John as the candidate.,1
It is important for Mary to have studied before the exam.,1
I would love for Mary to have been chosen.,1
It is essential for Mary to have been present at the meeting.,1
The storm caused the tree to fall.,1
The student handed in the assignment to the professor.,1
The waves crashed against the shore.,1
The painting depicts emotions vividly.,1
The storm soaked Sarah.,0
The cat chased the mouse around the house.,1
The book was read by Mary.,0
The house was surrounded by a tall fence.,1
The cat sleeps on the mat.,1
The cat jumped from the table to the couch and then onto the windowsill.,1
The cat chased the mouse around the house.,1
The cat knocked the vase off the table.,1
The cat jumped over the fence with grace.,1
The cat jumped over the fence into the garden.,1
The wind blew the leaves off the tree onto the sidewalk.,1
The bookshelf displayed the trophies.,1
The book mysteriously devoured the pages.,0
The cat suddenly chased the mouse.,1
The cat jumped the fence to escape the yard.,0
The river peacefully flowed through the valley.,1
The cat knocked over its bowl of food onto the floor.,1
The cat chased the mouse under the house.,1
The cat chased the mouse under the table.,1
The cat under the table quickly jumped onto the chair.,1
The cat danced on the moon under the stars.,0
The book suddenly flew off the shelf onto the floor.,0
The cat chased the mouse under the table.,1
Running through the park the squirrel chased after its acorn frantically.,0
The cat slept under the table.,1
The cat slept under the table inside the room.,0
The caterpillar transformed into a butterfly.,1
The cat transformed from a fluffy kitten into a sleek panther.,1
The cat transformed into a dog from a bird.,0
The river flowed into a lake from a stream.,1
The caterpillar transformed into a butterfly.,1
The rose bloomed beside the tulip.,1
The cat chased the mouse under the table.,1
The raindrops splattered against the windowpane.,1
The caterpillar will become a butterfly.,1
The concert went on until the early hours of the morning.,1
Running through the park the squirrel quickly climbed up the tree.,1
The idea occurred to Mary that she should leave immediately.,1
It occurred to Mary that she had forgotten her keys.,1
The cat jumped over the fence.,1
The storm led to severe flooding in the area.,1
The responsibility fell on Mary.,1
The cat is sleeping on the mat.,1
The cake was eaten by Sarah at the party.,1
The squirrel inhabits the tree.,1
The squirrel burrows under the tree.,1
The cat knocks the vase off the table.,1
The red sports car races down the winding mountain road at breakneck speed.,1
The car engine is connected to the transmission under the hood.,1
The cat lounges on the windowsill.,1
The mountain was surrounded by fog.,1
The girl in the red dress.,1
The cat knocked over the vase.,1
The detective solved the mysterious case in record time.,1
The book was read by the student.,1
The flying bird soared above the trees.,1
The cake was eaten by the hungry child.,1
The detective interrogated the suspect thoroughly.,1
The cat chased the mouse around the house.,1
The room filled with laughter and joy.,1
The teacher assigned a project to the students.,1
After finishing his degree John applied for a job.,1
John was reached by the parcel.,1
The parcel was received by John yesterday.,1
The concert deeply affected Sarah despite her initial reluctance.,1
The book eagerly found its way to Sarah after extensive negotiations.,0
The cat jumped the fence effortlessly.,1
The cat knocked over the vase.,1
The book read the child.,0
The cat chased the mouse quick.,0
The dog barked loudly at the park.,1
The book left on the table.,1
The book read by him.,0
The house adorned beautifully with flowers.,1
The cat slept on the mat.,1
The river flowed clear of its debris.,0
The cat chased the mouse quickly.,1
The loud music disturbed the neighbors.,1
The cat chased the mouse away.,1
The dog buried its bone deep.,1
The cat knocked over the vase on the table.,1
The cat knocked over a few glasses.,0
The cat knocked over a few glasses.,1
The car hit a few potholes on the bumpy road.,1
The cat purred loudly on the windowsill.,1
The cat happily chased the red ball around the garden.,0
The children painted colorful pictures in the art class.,1
The book read the child.,0
The cat chased the mouse into the hole under the fence.,0
The room stood empty of furniture.,1
The cat jumped over the fence into the garden.,0
The loud thunder scared the children inside.,1
The weight of the snow collapsed the roof.,1
The car drove over from the bumpy road.,0
The vase shattered from the impact of the fall.,1
How fast the car was driving down the highway scared me.,1
Mary placed the book on the table.,1
The cat knocked over the vase with its paw.,1
The cat chased a mouse around the house.,1
The cat chased a mouse around the house.,1
The cat knocked the vase off the shelf.,1
The cat knocked over the vase on the table.,1
The mechanic fixed the car in the garage.,1
The children filled the classroom with laughter and joy.,1
The cat chased the mouse around the house.,1
The cat chased the mouse around the house.,1
The chef spiced the dish up with some exotic flavors.,1
The dog chased the cat around.,1
The cat sleeps soundly on the warm blanket.,1
The book carefully explains the concept.,1
The cat jumped onto the table gracefully.,1
The cat sat on the mat lazily.,1
Hold the book open with both hands carefully.,1
Paint the canvas with the colors vibrantly.,1
Carefully place the books on the shelf one by one.,1
He meticulously arranged all the books on the shelf neatly.,1
Paint all the wall with spray.,0
The chef garnished the entire dish with fresh herbs.,1
Who Mary invited to the party was her best friend.,1
Who the culprit was remains a mystery to us.,1
Who the culprit was remains unknown.,1
Whom the teacher gave the award to was her.,0
How the cat managed to open the door remains a mystery.,0
Sarah considered Tom to be a trustworthy ally.,1
The manager considered the project to be successful.,1
He painted the house blue all.,1
The book read by the child yesterday.,0
Paint the house the color blue.,1
The cat chased the mouse hungry.,0
Paint the walls with the paint dried.,1
The cat sleeps the whole day.,0
The man painted the house with the windows broken.,1
Eat the cake with the frosting delicious.,0
The cat chased by the dog quickly.,1
Playing in the park the ball was kicked by John.,0
The storm blew the house away.,0
The wind blew the hat away.,1
The car skidded wildly across the icy road.,1
The storm tore the house to pieces.,1
The cat jumped over the fence with grace.,1
The book fell off the shelf onto the floor.,1
The teacher mentioned his progress in the report.,1
The cat chased the mouse under the table and into the kitchen.,1
The cat knocked over a cup of hot tea.,1
The teacher assigned the students a challenging project.,1
The book was gotten by John from Bill.,1
The cat chased around the house all day long.,1
There is nobody in the kitchen.,1
Mary is greatly admired by John.,1
John was laughed at by Mary.,1
The bird soared above the clouds.,1
Sarah finds Tom a great cook and Peter an excellent baker.,1
Sarah considers Mondays as dreadful and Fridays as exhilarating.,1
The cat sat on the mat and the dog lay under the bed.,1
The chef prepared a delicious meal for the guests and a special dessert for the children.,1
She asked Tom to bake a cake and Sarah to decorate it.,1
They serve the pasta al dente and the steak well-done.,1
They showed Tom where to go and Emily how to start.,1
The professor taught and his students later presented a groundbreaking research paper at the conference.,1
Sue painted and Mary also sang a song for the event.,1
Despite her fear of heights Sarah managed to climb the towering mountain whereas Peter struggled to ascend showing his lack of experience.,1
Despite the heavy rain we still managed to finish the marathon.,1
Despite her fear of heights Sarah bravely climbed to the top of the mountain where she found a breathtaking view.,1
Mary sang the song beautifully.,1
The children sang the song beautifully.,1
Mary's beautiful violin playing captivates the audience.,1
The cat suddenly chased the mouse yesterday.,0
The cat quickly chased the mouse around the house.,0
Sarah mastered Spanish effortlessly.,1
Bill recited his lines with great emotion.,1
Despite feeling nervous Mary will confidently play the violin at the concert tomorrow.,1
Having won the competition Sarah proudly showcased her trophy.,1
The children eagerly performed their dance routine.,1
Despite feeling nervous Mary will soon confidently play the violin in front of a large audience.,1
Mary effortlessly painted a beautiful landscape yesterday.,1
Sarah sang beautifully at the concert last night.,1
John quickly learned how to speak French fluently.,1
Mary quickly painted the entire house yesterday.,0
John quickly ate the delicious cake hungrily.,0
Surprisingly Sarah will likely have been cooking dinner all day tomorrow.,0
In the garden Sarah might have beautifully painted a masterpiece yesterday.,0
Surprisingly Mary quickly might eventually discover Spanish soon.,0
The cat quickly chased the mouse around the garden.,0
The cat chased the mouse frantically around the house.,1
The cat chased the mouse around the house frantically.,1
The dog quickly chased the squirrel up the tall tree.,0
The chef cooked the steak to perfection.,1
The cozy house warmly welcomed the guests.,0
Jennifer whispered softly to her cat.,1
John whispered sweet nothings to Mary.,1
Sarah sang beautifully at the concert last night.,1
John whispered sweet nothings in French to Mary under the moonlight.,1
The chef cooked the steak to perfection on the grill.,1
The chef baked a delicious cake for the birthday party last night.,1
She danced gracefully ballet at the performance.,0
John gave Mary a beautiful flower.,0
The cat chased to catch the mouse.,0
The students studied hard the exam.,0
The teacher explained that the students to study for the upcoming exam.,0
They found the treasure all buried deep underground.,1
They found the children all incredibly talented.,1
The cake delicious tasted.,0
The books were read all.,0
The children played happily all day.,0
The mother asked her two daughters both to clean their rooms thoroughly.,1
He sent the invitations all to his friends.,1
They baked the cake all chocolate.,1
The scientist measured all the chemicals carefully in the lab.,1
The cake delicious by everyone not found.,0
The cake was eaten by Sarah yesterday.,0
The dog barked loudly at the mailman passing by.,1
The cake was eaten happily by the children.,0
The cake tasted deliciously.,0
The painting reminds me of a masterpiece.,1
The cake was eaten by Mary.,1
The car traveled 200 miles per hour.,1
The cat chased by the dog in the park.,0
The concert ticket was $50.,1
The cake was eaten by him yesterday at the party.,0
The concert ticket sold Sarah $50.,1
The cat was chased by the dog in the park.,1
Mary finds the idea of him as intelligent.,0
The cake was baked the little girl.,0
The cake was baked a delicious flavor by the baker.,0
Max's failure as a father left the kids feeling abandoned and unloved.,0
The book was read by her yesterday.,1
The children were amazed by the magician's as tricks silly.,0
The cake was baked to eat.,0
She dances gracefully all around the stage.,0
