sentence,label
The phone could ring itself silly if it rang.,1
She yelled.,0
Ted cried to sleep.,0
The tiger was dead.,1
We were overjoyed when he coughed awake.,1
John coughed and rubbed his nose.,1
John and Bill were playing on the bank of the lake.,1
Ron yawned.,1
She coughed as the leaf hit her.,1
The worm wriggled on the carpet.,1
The chocolate melted on the carpet.,1
The ball got loose.,0
Bill wriggled.,1
Aliza wiggled her tooth.,1
The off center spinning flywheel loosened up.,1
"The more you eat, the less you want.",1
You want to eat less if you eat more.,1
You want less when you eat more.,1
You want less as you eat more.,1
The least you eat is what you want.,0
Fred admires Sue more.,1
"The more you eat, the less you want.",1
"The more that Fred admires her, the more she gets angry.",1
"I think that the more you eat, the less you want.",1
"I'm not surprised that the more you eat, the less you want.",1
"The more you eat, the less you want.",1
It is not clear if you want to eat more or less.,1
"I would like to explain why the more you eat, the less you want.",1
I want John to pay more when he eats.,1
I want John to pay more money if he eats more.,0
I want John to pay more because he eats more.,1
I demand that John eats more.,0
"You get angry, the more you eat.",1
"The more we eat, the more angry we get.",0
How fast a river appears when it rains harder?,0
How fast a flow appears in the river is determined by the amount of rain.,1
How fast do you run when it rains?,0
How fast do you run when it rains?,1
How fast do you see the river if it rains harder?,1
"The harder it rains, how quickly the river flows?",0
How much faster the river appears when it rains harder?,1
How fast a flow appears in the river as it rains harder?,1
How fast does the river flow as it rains harder?,0
How much faster is the flow in the river when it rains harder?,0
"How hard has it rained, the faster the flow in the river?",1
"When you see a quicker flow of water, how hard has it rained?",1
Keep your mouth shut if John eats more.,0
"The more people eat, the louder John's mouth gets.",0
Keep your mouth shut when John eats more.,1
"As John eats more, keep your mouth shut.",1
Keep your mouth shut when John eats.,1
Everyone keeps their mouth shut when John eats.,1
I imagine that he is getting fat as he eats more.,0
Bill could imagine getting fat.,1
"Bill imagines that the more he eats, the bigger he gets.",0
Fred can see Joe getting bigger and bigger the more he eats.,1
"The more you eat, the more you need to be careful.",0
It is important to be careful with your food.,0
It is important to eat more than you should.,0
"The more you eat, the more you have to be careful.",0
"The more you eat, the more you need to be careful.",0
The more you eat the more careful you should be.,0
"The more you eat, the more careful you should be.",0
"The more you eat, the more you need to be careful.",0
"The more you eat, the more you need to be careful.",0
It is important for you to be careful with your eating.,1
"The more you eat, the more you need to be careful.",1
Mary can answer the question in a hurry.,0
I imagine Mary destroying the Jeep with a hatchet.,0
I can see him getting fat if he eats more.,0
It isn't obvious if Mary listens to the Dead.,0
Mary listens to the Dead and may get depressed.,0
Mary listens to the Dead and gets depressed.,1
Mary gets depressed if she listens to the Dead.,1
Mary gets depressed when she listens to the Dead.,1
Mary gets depressed if she listens to the Dead.,1
Mary listens to the Dead.,1
Mary got angry when she looked at pictures more than once.,1
Mary got angry when she looked at more pictures.,0
Mary listens to the Dead.,1
"The lower his expectations are, the higher the stakes are.",1
"The higher the stakes, the lower the expectations.",1
The stakes are higher when his expectations are lower.,1
The stakes are higher when his expectations are lower.,1
His expectations are lower.,0
The stakes are higher if his expectations are lower.,0
"The more obnoxious Fred is, the less attention you should pay to him.",1
The less attention you pay to Fred the more obnoxious he is.,0
"The more obnoxious Fred is, the less attention you should pay to him.",1
You should not pay attention to Fred if he is obnoxious.,0
His expectations are lower than mine.,1
John was more obnoxious than Fred.,1
"No matter how fancy the hotel is, you should always lock your door.",1
"No matter what the hotel is, you should always lock your door.",1
"I will not lock the door, no matter how fancy the hotel is.",1
I won't lock the door at this hotel.,0
I'm going out regardless of the weather.,1
"I'm going out, wherever it is.",1
I'm going wherever the storm is.,0
Mary says that Bill helped Fred to discover the truth.,1
Mary knows a man who eats the less fortunate.,0
He goes to the doctor when he gets too fat.,0
He gets fed up with the fat that he eats.,0
"The more books I ask him to give, the more he reads.",0
I have to ask him what he will give to people.,0
He will be safer if he says the letter carefully.,1
He knows a man that knows how to worded a letter.,0
John gets an angrier when he meets more geniuses.,1
John is an angrier when he meets geniuses.,0
The happier I'll be if more people buy tickets.,1
"The more people you say are going to buy tickets, the happier I'll be.",0
The happier I'll be if you say that after the show opens people will buy tickets.,1
"Sally has taught Joe to appreciate linguistics, even if the more I talk to him, the less I think about it.",1
He knows a woman if he eats more.,0
He goes to a doctor when he gets fat.,0
He gets fat the more he eats.,0
I wonder who he will give the books to.,0
"The more he reads, I wonder what he will give to.",0
"The sooner you call, the better I know a man who will say the letter.",0
"The more geniuses John meets, the richer he gets.",1
"The richer he gets, the more genius he meets.",0
"The more articles he reads, the less people he thinks will study linguistics.",1
"He thinks the more articles he reads, the less people will go into linguistics.",0
"He thinks that the more articles he reads, the less people will go into linguistics.",1
He thinks more articles will make less people interested in linguistics.,1
"The louder it gets, the more people arrive.",1
"The louder it gets, the more people arrive.",1
"The more people you give beer to, the more people will get sick.",1
"The more people you give beer to, the more they get sick.",1
The louder it gets when more people arrive.,1
The louder it gets as more people arrive.,1
"The more people you give beer to, the more sick they are.",1
"The more pictures of John he buys, the more arrogant he becomes.",0
John becomes more arrogant when he buys more pictures of himself.,1
My brother arrived on the train.,1
The man was my brother.,0
"The happier we are, the more people pay attention to us.",0
"The more people who like to pay attention to, the better.",0
Susan hates Bill more and more every time he smokes.,1
Susan hates Bill more when he smokes.,1
Susan hates Bill more when he smokes.,1
Susan hates Bill a lot more when he smokes.,1
Fred became crazy after Janet left.,1
Fred became crazy after Janet left.,1
Fred became crazy after Janet left.,1
"The more often Janet left, Fred became all the crazy.",1
Susan hates Bill when he smokes.,1
"When Bill smokes, Susan hates him more.",0
Susan hates Bill more when he smokes.,0
Everyone gasped at the amount of food you ate.,1
Everyone gasped when you ran so fast.,1
Everyone gasped when they realized that the dog was so smart.,1
I know how much you ate.,1
I am aware of how fast you ran.,1
I know how smart your dog is.,1
He got sick because he ate so much.,1
He got sick because he ate so much.,1
"The more you eat, the more you want.",1
You want to eat more.,0
You want more when you eat.,0
How much did you eat?,0
I wonder how many people he speaks to.,1
John gets angry when he has to wait longer.,1
John gets angry if he has to wait.,1
John has to wait longer because he gets angry.,0
He gets angry if John has to wait.,0
John becomes embarrassed when pictures of him are in the news.,1
John becomes more embarrassed when pictures of him are in the news.,1
John gets more embarrassed when pictures of himself are in the news.,1
John is more likely to get arrested when pictures of him are in the news.,1
John is more likely to be arrested if pictures of him appear in the news more often.,0
"The more pictures of him are in the news, the more likely he is to be arrested.",1
John is more likely to be arrested if pictures of him appear in the news.,0
The stories about John are more and more likely to show up in the news when he gets upset.,1
The stories about himself show up in the news when John gets upset by them.,0
John is more embarrassed after seeing the pictures in the news.,1
John is more embarrassed by the pictures in the news.,1
John is more embarrassed by the pictures of himself that show up in the news.,1
John is more embarrassed by the pictures of himself in the news.,1
John gets upset when he sees stories about him on the evening news.,1
John gets upset when stories about himself show up more on the evening news.,0
Every senator will fall prey to corruption if you give him enough opportunity.,1
Every senator will be corrupted if you give him enough time.,1
Every senator succumbed to corruption because we gave him enough opportunity.,0
"If you don't give the senator enough chances, he's going to be corrupted.",1
You should give any senator enough time to get rid of corruption.,1
Every senator will be corrupted if you give them enough time.,0
"We gave any senator the chance, but he succumbed to corruption.",0
We gave every senator a chance and they all succumbed to corruption.,0
Every senator seems to become corrupt when he talks to more lobbyists.,1
Every senator is susceptible to corruption if lobbyists wine and dine them.,1
"The more time a senator spends with lobbyists, the more likely he is to be corrupted.",0
"The more lobbyists the senator talks to, the more corrupt he becomes.",1
"The more lobbyists a senator talks to, the more corrupt he becomes.",1
He seems to become more corrupt as the number of lobbyists he talks to increases.,0
He seems to get more corrupt as the number of lobbyists increases.,0
"If he talks to more lobbyists, every senator will become more corrupt.",1
"If he talks to more lobbyists, any senator seems to become more corrupt.",1
"As he talks to more lobbyists, any senator seems to become more corrupt.",1
"If any senator talks to more lobbyists, he will become more corrupt.",0
He seems to become more corrupt when he talks to more lobbyists.,0
He seems to become more corrupt as he talks to more lobbyists.,0
He seems to become more corrupt as he is talking to more lobbyists.,0
"The quicker you can solve this problem, the more easily you can satisfy the people at corporate headquarters.",1
"If you can solve this problem quickly, you'll satisfy the people at corporate headquarters.",1
The people at corporate headquarters are the sort of people who will let you solve this problem quickly.,1
"The quicker you can solve this problem, the better off you will be.",1
Who gave you pictures of your friends?,1
"The quicker you can solve this problem, the easier it will be for the people up at corporate headquarters.",1
"The quicker you solve this problem, the more you'll be able to satisfy it.",0
Will it be easier for you to satisfy the people at corporate headquarters if you solve the problem sooner?,0
"Which problem does the quicker you solve, the easier it will be to satisfy the people at corporate headquarters?",0
Which problem will be easier to solve if you solve it sooner?,0
Who runs faster when it rains harder?,0
"The louder someone talks, the more angry you get.",0
How fast a flow do you see in the river when it rains harder?,1
They didn't tell me which problem I should solve sooner.,1
I need to ask people at corporate headquarters who they are if I'm going to get out of this problem fast.,0
Which people at corporate headquarters do you think will be able to tell when it's time to buzz off?,0
"If you solve this problem, the people at corporate headquarters will buzz off.",0
"If you solve this problem, you'll be able to get the people at corporate headquarters to buzz off.",1
"This is a problem that you can solve, and you will be able to tell the people at corporate headquarters.",0
"You can put those people on ice, if you solve the problem.",0
They didn't tell me which problem I'll beat the competition quicker.,0
"The sooner you solve the problem, the easier it will be to beat the competition.",0
The man was in the room.,1
Which room did he see the man in?,1
John didn't think that Bill claimed that Mary suspected that everybody liked him.,1
Sally could not be visited by John.,1
John could not visit Sally.,1
Sally couldn't be visited by John.,1
Why did John leave?,1
I hit the ball.,1
You hit the ball.,1
He hit the ball.,0
She hit the ball.,0
They hit the ball.,1
Is it possible that I am not going?,0
I am not going.,1
I don't know if I am going.,1
I'm not going.,0
Louise is not happy.,1
Louise likes not being happy.,1
"Not many books survived the fire, did they?",1
Did the books survive the fire?,1
He hasn't paid taxes many times.,1
Can he not pay taxes?,1
She doesn't see him.,1
She didn't see him.,1
She couldn't have been working.,1
Not left by Marianne.,0
Marianne did not leave.,0
He couldn't have been working.,1
He couldn't have been working.,1
He couldn't have been working.,1
You need to not simply stop working.,1
He might not have been working.,1
He couldn't have been working.,1
Can he have been working?,1
He has been working.,1
Is it possible that he didn't have been working?,0
John was a writer.,1
John is a author.,0
John wrote books.,0
John didn't write books.,1
John thinks that is nice.,0
John thought he was so happy.,1
John was rolled down the hill.,1
John kisses Mary.,0
John kisses Mary.,1
Who do you think John likes?,1
Who asked if Mary knows why John likes her?,0
Who do you think said that John is happy?,1
How do you think Mary solved the problem?,0
"Mary solved the problem, what do you think?",1
How do you think John said Mary solved the problem?,0
Is it possible that John said Mary solved the problem?,0
Do you think John said that Mary solved the problem?,0
How did you think Mary solved the problem?,1
Mary wanted someone to work for her.,1
Mary hired someone.,1
Mary hired someone who caused me to resign.,1
Mary wondered if Bill had seen a picture of himself.,1
Which picture of John does Mary think Susan likes?,1
Mary thinks that John said that Susan likes to take pictures of herself.,0
Mary thinks that John likes pictures of himself.,1
"If you don't believe me, will the weatherman?",1
"Lynn did a magazine, and I rolled up a newspaper.",1
Kathy doesn't like meteorology.,1
The assistant district attorney will prove Jones guilty.,1
"You will believe Susan, and Mary will believe Bob.",1
"You might not believe me, but you'll believe Bob.",1
You will believe it.,0
How did you solve the problem?,1
I wonder who could solve this problem in this way.,1
Who could solve this problem?,0
No candidate can tell you how many people will vote for him.,1
Every politician is worried when the press attacks them.,1
Which journalist was appointed by the politician?,1
The fact that no candidate was elected shows that he was not good enough.,0
Mary buys records and John sells books.,1
People who support John worry about the question of whether he met Mary.,1
They have left.,1
Have they left?,1
Could they have left?,1
He's seen Mary many times.,1
I see Mary often.,1
He sees Mary often.,0
I often see him Mary.,0
It seems likely that John will win.,1
It looks like John is going to win.,1
John is likely to win.,1
John thinks that it will win.,0
John seems to be the winner.,0
How do you think about the problem?,0
How smart do you think John is?,1
How many people are wondering if I'm intelligent?,0
I wonder if I consider John.,0
What do you want to say?,0
He left.,1
His book is well written.,1
Bill saw him.,1
Bill is working with him.,1
John thinks he is a nice guy.,1
John sees him as a nice guy.,1
It would be a mistake for him to do that.,1
The team is in trouble because of him.,1
A man is not likely in the garden.,0
It is not likely that a man will come.,0
John wouldn't call.,0
This conclusion to be arrived at is surprising.,0
John thinks that he is sick.,1
John thinks he is sick.,0
John is trying to win.,0
John is wondering where he will go.,0
Who do you think likes Bill the most?,1
Who do you think believes that Bill is innocent?,1
Who do you think thinks John is innocent?,0
Who do you prefer to win the race?,0
Someone stole my car.,1
My car was taken.,1
The children are eating chocolate.,0
John has kissed Mary.,1
The kids ate chocolate.,1
He understands what's going on.,1
It's possible that he knows what's going on.,1
It's likely that he knows what's going on.,0
He understands what's going on.,0
I showed how to fix the sink.,1
I told them how to fix the sink.,1
I told them we should fix the sink.,1
I told them how to fix the sink.,0
Mickey looked at the reference.,1
Mickey looked at the reference.,1
Mickey looked at them.,1
Mickey and the women were together.,1
Mickey and the women were together.,0
"Gary had left, Mickey said.",1
"Gary had left out, that's what Mickey said.",0
Mickey slips up all the time.,1
Mickey is careless all the time.,0
John thinks Mary bought something.,1
John thinks that Mary bought something.,0
John wonders what Mary bought.,1
John wondered what Mary bought.,0
Who is reading a book that criticizes?,0
Where did you purchase it?,0
Who bought what?,1
Who is reading a book that criticizes someone?,1
Who remembers where we bought what?,1
I wonder who bought it.,0
I wonder who bought it.,0
There are not many linguistics students here.,1
I have not met many linguistics students.,1
Every student buys something.,1
Sally needs to be there.,1
The boat sank to collect the insurance.,0
The boat was sunk to collect insurance.,1
John wants to win.,1
The bed was not made.,1
Headway was not made.,0
John was unknown.,1
John was not known to be a murderer.,0
John was the murderer.,1
He was feeding the children.,1
The children were uneducated.,1
The children were being unruly.,1
I believed the students to like John.,1
They tried to be like John.,1
I believed them to be like John.,1
Did he try to talk to the student?,0
Did he ever attempt to talk to the student?,1
He might have tried to be attentive to the needs of students.,1
Did you think he ever tried to talk to the student?,1
This view of understood subjects is typical of the analysis that was done.,1
They were believed to be very hard working.,1
Was he brave enough to fail students?,1
There is more and more discussion of these issues.,1
John was a great linguist.,1
There is a storm tonight.,1
John wanted to be successful.,1
John wanted to improve his life.,1
John was expecting to win.,1
This book is too dense to be read in one sitting.,1
A serious discussion of the issues is not likely to take place during a riot.,0
John tried.,1
John remembered something.,1
John was refused.,1
John forgot.,1
"Bill seems to be mean, but I don't think Sam does.",0
I don't think Sam ends up with Bill.,0
"Bill seems to be obnoxious, but I don't think Sam does.",0
They tried to like him.,0
They all seemed to like John.,1
Sally is believed to be polite by John.,1
"John is a fine person, I believe.",1
John wants to win.,0
John would want to win.,0
We wish John would win.,1
John would be hated by everyone.,0
John would be a better choice as the candidate.,0
We would like John to be the candidate.,1
I would like John to win.,1
I don't like John to win.,1
I would prefer John to be the candidate.,1
John destroyed the house.,1
The ion was emitted into the medium.,1
Ions hit the electrode.,1
The medium has something in it.,1
The house was destroyed.,0
Ions left the electrode.,1
The ion left the electrode.,0
The electrode was hit by something.,1
The ball is in a box.,1
The ball hit the tree.,1
The ball is in the box.,1
The fruit fell to the ground.,1
The fruit hit the ground.,1
The stone went against the pole.,1
The pole was knocked into the road.,1
The ball was in the box.,1
The box slowly contained the ball.,0
The ball was in the box at once.,0
The ball was in the box.,0
The tree dropped its fruit over time.,1
The tree's fruit fell to the ground.,1
Fruit hit the roof.,1
The fruit hit the roof.,1
Fruit hit the roof from the tree.,1
The fruit hit the roof.,0
Fruit hit the roof against the ground.,0
The fruit fell from the tree.,1
The fruit fell from the tree.,0
There was fruit against the house.,0
There was fruit on the ground.,0
The tree was turned into an oak.,1
The tree was formerly a maple.,1
The oak was derived from a cedar.,0
The oak is derived from a cedar.,1
The maple turned into an oak.,1
The oak was made from a maple.,1
The train arrived at the station.,1
The wall was knocked against by branches.,1
The child grew up as a man.,1
The party was going on all night.,1
The dog went crazy.,1
It struck John that it was true.,1
It came to John that it was true.,1
The snake was in the nest.,1
High grades came from hard work.,1
The farm went to John.,1
John is touching something.,1
John is touching the wall.,1
A bear is in the cave.,1
A bear is in a cave.,1
The tub is filled with water.,1
The basement has the electric main in it.,1
The electric main is in the basement.,1
The fence is on the sidewalk.,1
The fence surrounds the sidewalk.,1
The man is holding a book.,1
The tube was filled with gas.,1
The terrorist was in the prison cell.,1
The terrorist escaped from the prison cell.,1
The stone avoided the river.,1
The river was avoided by a rolling stone.,1
The terrorists were caught by the agents.,1
The sponge was wet.,1
The tub was filled with water.,1
A book was given to John.,1
John learned a lesson.,1
The parcel arrived at John.,1
The parcel was received by John.,1
"After a lot of litigation, the farm got to John.",1
The farm reached John after a long time.,0
The cup was filled with water.,1
The water was in the cup.,1
The water came out of the cup.,0
The cup was full.,0
The cup was full.,0
The cup is full.,1
The cup was filled with water.,0
The barge was full of logs.,1
The road was blocked by a stone.,0
The branch had an apple.,0
The logs were high on the barge.,0
There was a stone on the road.,1
The bottle was empty.,0
The branch had an apple.,1
There were branches that broke off of the tree.,1
Some of the branches fell.,0
The tree had some branches.,1
The tree lost some branches.,1
The water was in the kettle.,1
The kettle was filled with water.,0
The kettle was hot.,1
The cup was full.,0
The pole was knocked into the road.,0
The tub was empty.,1
The pole was knocked against the road.,0
The window was broken by hail stones.,1
The window was broken by the wind.,1
The window was broken by hail stones.,0
The window broke because of the wind.,1
The wind broke the window.,1
John hit the stone.,1
John hit the wall with a stone.,1
John picked up some wine from the barrel.,1
John picked up some wine.,1
John put the book on the table.,1
John was included in the list.,1
The bricks were loaded onto the truck.,1
John loaded the truck.,1
John fed the baby.,1
The baby was fed rice by John.,1
John fed the baby.,1
John fed the baby.,0
The ball is in the box.,1
The box holds the ball.,1
The train made it to the station.,1
The train arrived at the station.,1
The stamp must be pressed against the pad completely.,1
Press the stamp on the pad.,1
The paint should be sprayed on the wall.,1
Put all the paint on the wall.,1
You can spray the wall with all the paint.,0
Put the paint on the wall.,1
The wall was painted by John.,1
John painted the whole wall.,1
John hit the wall.,1
The stone hit the wall.,0
The whole wall was hit by the stone.,0
Bill was taken to be a fool by John.,1
Bill was concluded to be a fool by John.,0
The baby needs the bottle full.,1
The baby should be given a bottle.,0
The baby should be given the bottle full.,1
The baby should be given a bottle.,0
Rub the baby with the torn cloth.,1
The baby is sleeping.,0
Rub the cloth on the baby.,1
The baby should be rubbed with the cloth.,0
Take the baby to sleep with the cloth on.,1
The baby should be dry with the torn cloth.,0
The stone was knocked apart by the cup.,0
The cup was knocked apart.,1
The cup hit the stone.,1
The cup was broken by the stone.,1
The tank was filled with petrol.,1
The cup was full of water.,1
John included her name.,1
The ball was rolled from the tree to the bush.,1
John put the bottle in his hand.,1
John gave Bill a book.,1
Bill gave the book to John.,1
John gave Bill the book.,0
Someone is in the living room.,1
John likes Mary.,1
Mary was laughing at John.,1
The ship was under the waves.,1
Mary thinks John is a fool and Bill is not.,1
John doesn't like professors or politicians.,1
Sue put the books on the table.,1
John received a mug and scarf fromHarriet.,1
I think John will win and Harry will lose.,1
You eat the fish and beef raw.,1
They told Sue and Virginia when to leave.,1
A valuable collection of manuscripts was donated by Smith's widow.,1
Mary moved her business to a different location.,1
"Even though John had failed to convince Mary to stay, I succeeded.",1
We ate the fish raw even though we didn't like it.,1
Flo doesn't think the Miami Dolphins will be in the play-offs.,1
John was able to learn French perfectly.,1
Bill's lines were poorly read.,1
Mary plays a violin.,1
John was able to learn French.,0
Bill did not perform well in his lines.,0
John was learning French right away.,1
Bill slowly read his lines.,1
Mary is going to play the violin.,1
John was able to learn French immediately.,1
Bill slowly read his lines.,1
Mary is going to play the violin.,1
John knew how to speak French well.,1
John quickly learned French.,1
John learned French fast.,1
John immediately learned French.,0
John quickly learned French.,0
John will likely learn French quickly.,0
John will learn French immediately.,0
John will probably learn French immediately.,0
John rolled the ball down the hill.,0
The ball was rolled down the hill by John.,1
John rolled the ball down the hill.,1
John made a perfect shot.,0
John hit the ball well.,1
John spoke to Mary.,0
John spoke to Mary.,1
John spoke to Mary.,1
John spoke to Mary in French.,1
John spoke to Mary in French.,1
Mary jumped the horse over the fence.,1
Mary jumped the horse over the last fence.,1
John spoke to Mary in French.,0
John talked to Mary French.,0
Mary told John to leave.,0
The lions ate some meat.,0
Mary persuaded him to rest.,0
We don't consider the men to be fools.,1
The men are all crazy.,1
I observed the men.,0
The men were taken into custody.,0
The men showed up.,0
The teacher ordered the two boys to pay attention.,1
The books were returned to their owners.,1
The chairs were painted red.,1
The trainer fed the lions steaks.,1
Bill is proud of himself.,0
Home was taken by John.,0
Mary left the room angry.,1
Mary was angry with the room.,0
The room was angry.,0
John Bill is similar to Bill.,1
Bill is similar to John.,0
The package was 10 lbs.,1
The package weighed 10 lbs.,0
The book cost $10,1
The book cost $10.,0
The book cost $10,1
John was a bit high in cost.,0
John was impressed by Bill.,0
The boys were treated well.,0
Aunt Mary made the boys good mothers.,0
Max failed the kids as a father.,0
"As a father, the kids were failed.",0
The men were not impressed by the idea.,0
The men were told to leave.,0
He is a good example to his friends.,0
The boys were made a good mother by Aunt Mary.,0
Max failed the kids as a father.,0
Frank promised the men to leave.,0
We declared John to be a hero.,0
John was declared a hero by the public.,1
We proclaimed that John was a hero.,0
John was proclaimed a hero by us.,1
To the public we said that John was a hero.,0
John was proclaimed to be a hero by us.,1
They were a genuine linguist.,0
Mary was claimed to be a genuine linguist by them.,1
Mary was a genuine linguist.,0
Mary was a genuine linguist.,1
Mary was represented as a genuine linguist by them.,1
We proved to the authorities that Smith was the thief.,0
Smith was proved to be the thief.,0
Smith was proved to be the thief by us.,1
We proved to the authorities that Smith was the thief.,0
We proved to the authorities that Smith was the culprit.,1
The tulips were watered by the gardener.,1
The coffee beans were ground to a fine powder.,1
They painted their house green.,1
Joggers wore Nikes threadbare.,1
The kids were having fun.,1
He coughed his handkerchief.,1
The meat was fed to the lions.,1
The lions ate some meat.,0
We love them.,1
We love them.,0
We love them very much.,0
We love them.,0
Our love for them.,1
We love them.,1
Our love them.,1
He thought that Mary Bill kissed him.,0
He thought that Mary Bill kissed him.,0
He thought Mary Bill kissed him.,1
Mary loves him.,1
Mary is fond of him.,1
Mary is fond of him.,0
Mary disagreed with him.,1
Mary's criticism was cruel.,0
Mary's criticism of him was cruel.,1
It's questionable if John loves Mary.,1
John wouldn't be in a position to love Mary.,0
John might not be able to love Mary.,1
It would be nice to go abroad.,1
John's plan to go somewhere is great.,1
Mary believed John loved her.,1
Mary thought John loved her.,1
Mary said John loved her.,1
Mary thought she loved her.,0
Mary tried to go somewhere else.,1
Mary wanted to go overseas.,1
Mary went abroad.,1
Mary wanted to go somewhere.,1
Mary tried to get John to leave.,0
Mary helped John go to another country.,0
Mary wanted John to go.,0
Mary believed that he loved her.,1
Mary thought that he loved her.,1
Mary believed he loved her.,0
Mary thought he loved her.,0
He loved her according to Mary.,0
Mary believed that he loved her.,0
Mary thought he loved her.,0
Mary said he loved her.,0
John loved Mary.,1
John might have loved Mary.,1
There are people in the garden.,1
There are no one in that garden.,0
Three men are at the station.,0
The men are at the station.,1
There is a man in that garden.,1
There is a man in the garden.,0
They said there were many people in that garden.,1
They said there were many people in that garden.,0
John bet that he was a stranger in that haunted house.,1
John bet on a person being in that haunted house.,0
John tried to kiss her.,1
John persuaded Mary to kiss him.,1
Mary was told to kiss him.,1
It is illegal to park here.,1
I remember him kissing Mary.,1
I reported that he kissed Mary.,1
I kissed Mary.,1
I like taking a bath.,1
I don't like taking a bath.,1
I like him taking a bath.,0
I don't like him taking a bath.,0
I saw him kiss Mary.,1
He was kissing Mary.,1
I kissed Mary.,0
Everyone knew that.,0
John's refusal to accept the offer is shocking.,1
The city was destroyed by the enemy.,1
John's refusal of the offer was very shocking.,1
The destruction of the city was terrible.,1
"John wanted to leave the room happy, and he did.",0
I send Mary home drunk and she gets there.,1
I eat raw fish.,0
I only eat drunk fish.,0
I don't think Fred will either.,1
Holly and Jos̩ like cabbage.,1
Holly and Jos̩ both eat cabbage.,1
Holly is also eating cabbage.,1
John is leaving but Mary is not.,1
I don't think Sally is intelligent or Bill is.,1
Sally started running after Jos̩ started.,0
Sally and Jos̩ made Bill laugh.,0
Mary and I both came to read Fred's story.,0
"John wants to go on vacation, but doesn't know when to.",1
"Mary was told to bring something to the party, so she asked Sue what to bring.",0
We might go on vacation if we can figure it out.,0
"Ron wanted to wear a tuxedo to the party, but he wasn't sure whether to.",0
You shouldn't be playing with rifles.,0
Sally and John are being discussed.,0
You recall Sally being discussed but I remember John.,0
"Sally might have eaten cabbage, but Holly shouldn't have.",1
Sally will tell us when we go to the meeting.,1
Sally will tell us when we attend the meeting.,0
Mary was the one who Joe said Holly could talk to.,1
Holly hasn't eaten cabbage.,1
Mary claimed that Holly wasn't eating cabbage.,1
Holly wants to eat cabbage.,1
"Holly, Mary claimed that she would eat cabbage.",0
Mary claimed that she hadn't eaten cabbage.,0
"Holly started eating cabbage, Mary claimed.",0
Holly made me eat cabbage.,0
Holly should have eaten cabbage.,0
I think Holly is not intelligent.,0
Holly had also recounted a story to Lilly.,0
I reviewed Joe's attempt to find Holly.,0
"After questioning Sally's desire to eat cabbage, Mary questioned Joe's desire to eat it.",0
"Sally explained the attempt to arrest Holly, but only after I denied the decision.",0
I know a woman who hit a home run.,1
"It's not surprising that Betsy won the batting crown, but that Peter didn't know she did.",1
You should not have played with rifles because they are dangerous.,0
"Ron wanted to wear a tuxedo to the party, but he didn't know if he would wear it.",0
Holly had told a story to be remembered.,0
Lilly decided that she should eat cabbage.,1
Lilly decided to eat cabbage.,0
I also want to read Fred's story.,1
You shouldn't play with rifles because they're dangerous.,0
"Ron wanted to wear a tuxedo to the party, but he wasn't sure if he should.",0
Lucy Barnes told a story to remember because Holly had told it to her.,0
I didn't go to introduce the bartender.,1
I didn't come to introduce the bartender.,1
